id,name,description,media_url,image_name,longitude,latitude,category
11362,Pinoak,Good,,,144.3551852,-38.07361121,Tree
11362,Golden Robinia,Good,,,144.3553175,-38.07349795,Tree
11362,Palowina,Good,,,144.3553204,-38.07339073,Tree
11362,James Stirling Pittosporum,Good,,,144.3553191,-38.0733329,Tree
11362,Willow Bottle Brush,Good,,,144.3726453,-38.0640513,Tree
11362,Box Leaf Euonymus,Good,,,144.3731287,-38.06434756,Tree
11362,Silver Birch,Good,,,144.3277159,-38.10024084,Tree
11362,Cimmaron Ash,Good,,,144.3276367,-38.10044883,Tree
11362,Variegated Pittosporum,Good,,,144.3288302,-38.20756728,Tree
11362,Double Flowering Cherry,Good,,,144.3286319,-38.2076375,Tree
11362,Evergreen Alder,Good,,,144.3286059,-38.2077562,Tree
11362,Lemon Scented Gum,Good,,,144.3469429,-38.13985342,Tree
11362,Kanooka,Good,,,144.3269505,-38.15718264,Tree
11362,Snow In Summer,Good,,,144.3274048,-38.15743496,Tree
11362,Broad Leaf Paperbark Tea Tree,Good,,,144.3274269,-38.1573258,Tree
11362,Peppermint Gum,Good,,,144.3273938,-38.15727975,Tree
11362,Sweet Gum,Good,,,144.3272834,-38.15714649,Tree
11362,Swamp Yate,Good,,,144.3359799,-38.16131122,Tree
11362,Native,Good,,,144.3358452,-38.16202574,Tree
11362,Ironbark,Good,,,144.3347308,-38.16251109,Tree
11362,Conifer,Good,,,144.3340572,-38.16162337,Tree
11362,Designer Maple,Good,,,144.3459789,-38.14756744,Tree
11362,Japanese Maple,Good,,,144.3460498,-38.14752614,Tree
11362,Magnolia,Good,,,144.3463932,-38.14738013,Tree
11362,Pincushion Hakea,Good,,,144.3254794,-38.13068661,Tree
11362,Bushy Yate,Good,,,144.3255572,-38.13060197,Tree
11362,Manna Gum,Good,,,144.3002046,-38.17347007,Tree
11362,Mirror Bush,Good,,,144.3002116,-38.17352506,Tree
11362,Almond Crimson,Good,,,144.2998591,-38.17359978,Tree
11362,Monterey Cypress,Good,,,144.3000441,-38.17357504,Tree
11362,Norfolk Island Hibiscus,Good,,,144.300355,-38.17343104,Tree
11362,Silky Oak,Good,,,144.3003888,-38.17340775,Tree
11362,Macnab Cypress,Good,,,144.3921541,-38.16617411,Tree
11362,Smooth Bark Apple Myrtle,Good,,,144.3203875,-38.17286937,Tree
11362,Cotoneaster,Fair,,,144.3726997,-38.15876287,Tree
11362,Lillypilly,Good,,,144.3776248,-38.1656441,Tree
11362,Flowering Pear,Good,,,144.3776526,-38.1654591,Tree
11362,Oriental Plane,Good,,,144.342394,-38.14789858,Tree
11362,Box Elder,Good,,,144.3419606,-38.17837913,Tree
11362,Canary Island Palm,Good,,,144.3448983,-38.17110858,Tree
11362,Moreton Bay Fig,Good,,,144.3449423,-38.17123486,Tree
11362,Fuchsia Gum,Good,,,144.3352439,-38.19813626,Tree
11362,Sydney Blue Gum,Good,,,144.3350807,-38.1978591,Tree
11362,Snowy Honey-Myrtle,Good,,,144.3256404,-38.18831065,Tree
11362,Sweet Hakea,Good,,,144.3250766,-38.18871493,Tree
11362,Jacaranda,Good,,,144.3463883,-38.147275,Tree
11362,Coast Banksia,Good,,,144.3669367,-38.0724617,Tree
11362,Crepe Myrtle,Good,,,144.345866,-38.15644476,Tree
11362,Grevillea,Good,,,144.3353101,-38.19807213,Tree
11362,White Cedar,Good,,,144.3288242,-38.20758368,Tree
11362,Lemon-Scented Tee Tree,Good,,,144.3979201,-38.29380367,Tree
11362,Tuart Gum,Good,,,144.3982628,-38.29359722,Tree
11362,Raywood,Good,,,144.328753,-38.20753807,Tree
11362,Blackwood,Good,,,144.3081753,-38.17343703,Tree
11362,Bhutan Cypress,Good,,,144.3469124,-38.14718964,Tree
11362,Broom,Good,,,144.3512953,-38.07317682,Tree
11362,Brush Cherry,Good,,,144.351414,-38.07318671,Tree
11362,Hackberry,Good,,,144.3409551,-38.18507953,Tree
11362,Bradford Pear,Good,,,144.357777,-38.14710921,Tree
11362,Native Frangipani,Good,,,144.3513106,-38.07317869,Tree
11362,Date Palm,Good,,,144.3253218,-38.1891096,Tree
11362,Bottle Tree,Poor,,,144.3218112,-38.19624668,Tree
11362,Green Honey Locust,Good,,,144.3507126,-38.1238006,Tree
11362,Hedge Wattle,Good,,,144.3204089,-38.19615824,Tree
11362,Black Sheoak,Good,,,144.4135411,-38.02517392,Tree
11362,Golden Wattle,Fair,,,144.4134156,-38.0251917,Tree
11362,Swamp Paperbark,Good,,,144.4132756,-38.02520383,Tree
11362,Swamp Gum,Fair,,,144.4131265,-38.0251934,Tree
11362,Black Wattle,Good,,,144.4126605,-38.02521238,Tree
11362,Moonah,Good,,,144.4124675,-38.02522761,Tree
11362,Yunnan Poplar,Good,,,144.3469095,-38.14002244,Tree
11362,Showy Honey Myrtle,Good,,,144.4135161,-38.02515739,Tree
11362,Chanticleer,Good,,,144.3331109,-38.09167093,Tree
11362,Cootamundra Wattle,Good,,,144.3325812,-38.1614273,Tree
11362,Southern Mahogany,Fair,,,144.4124806,-38.02510306,Tree
11362,Chinese Elm,Good,,,144.3352544,-38.19805744,Tree
11362,Sticky Wattle,Good,,,144.4134907,-38.02492058,Tree
11362,Illawarra Flame Tree,Good,,,144.3336034,-38.16191554,Tree
11362,Aleppo Pine,Fair,,,144.3799486,-38.1509339,Tree
11362,Kurrajong,Fair,,,144.3797376,-38.1508978,Tree
11362,Canary Island Pine,Fair,,,144.3775526,-38.15076054,Tree
11362,Monterey Pine,Fair,,,144.3773765,-38.15104662,Tree
11362,Himalayan Cedar,Fair,,,144.377841,-38.15081142,Tree
11362,Green Vase,Poor,,,144.3768639,-38.15081578,Tree
11362,River Sheoak,Good,,,144.3197777,-38.19725978,Tree
11362,Honey Locust,Good,,,144.3203251,-38.19752176,Tree
11362,Pink Flame Tree,Good,,,144.3215901,-38.19678334,Tree
11362,Weeping Willow,Good,,,144.2734966,-38.20711518,Tree
11362,Gallipoli Pine,Good,,,144.2732041,-38.20721444,Tree
11362,Forest Oak,Fair,,,144.4943367,-38.27893378,Tree
11362,Hoop Pine,Good,,,144.3629418,-38.14412641,Tree
11362,Euky Dwarf,Good,,,144.3575813,-38.14958876,Tree
11362,Cotton Palm,Good,,,144.367139,-38.14630815,Tree
11362,Port Jackson Fig,Good,,,144.3590037,-38.14188037,Tree
11362,Tasmanian Blue Gum,Good,,,144.3521063,-38.13338331,Tree
11362,White Gum,Good,,,144.3534363,-38.1399414,Tree
11362,Viburnum,Good,,,144.3513849,-38.14365705,Tree
11362,Sallow Wattle,Good,,,144.3513677,-38.14360471,Tree
11362,Ornamentals,Good,,,144.352704,-38.13801077,Tree
11362,Dwarf Flowering Gum,Good,,,144.3510234,-38.13759768,Tree
11362,White Poplar,Fair,,,144.3786168,-38.15449115,Tree
11362,Claret Ash,Fair,,,144.4607009,-38.18851897,Tree
11362,Argyle Apple,Good,,,144.4609992,-38.18855209,Tree
11362,Sticky Boobilla,Good,,,144.4630831,-38.18910925,Tree
11362,Sweet Bursaria,Good,,,144.461344,-38.18184785,Tree
11362,Yellow Box,Good,,,144.3235699,-38.12510792,Tree
11362,Red Box,Good,,,144.3505412,-38.12645544,Tree
11362,Prickly Tea Tree,Good,,,144.3477297,-38.12883794,Tree
11362,Karo,Good,,,144.3300414,-38.10574386,Tree
11362,European Olive,Good,,,144.3363619,-38.11709623,Tree
11362,Stone Pine,Good,,,144.3378375,-38.11638303,Tree
11362,Atlantic Cedar,Good,,,144.3567491,-38.11983143,Tree
11362,Norfolk Island Pine,Good,,,144.3716021,-38.09668288,Tree
11362,Open Fruited Mallee,Good,,,144.337916,-38.09556722,Tree
11362,Southern Magnolia,Good,,,144.3304334,-38.09179921,Tree
11362,Loquat,Good,,,144.3374619,-38.09523545,Tree
11362,Cuyamaca Cypress,Good,,,144.3215066,-38.14962309,Tree
11362,Cup Gum,Good,,,144.3198417,-38.14953262,Tree
11362,Red Poker,Good,,,144.322167,-38.19927509,Tree
11362,Gawler Bottlebrush,Good,,,144.4027473,-38.17872183,Tree
11362,Snow Gum,Good,,,144.4033464,-38.18059917,Tree
11362,Grey Box,Good,,,144.3662198,-38.08374847,Tree
11362,Cape Chestnut,Good,,,144.3558527,-38.14677752,Tree
11362,Variegated Privet,Good,,,144.3562495,-38.14678688,Tree
11362,Fastigiated Montery Cypress,Good,,,144.3560735,-38.14677147,Tree
11362,Lacebark Tree,Good,,,144.3562101,-38.14690059,Tree
11362,Ginkgo,Good,,,144.3559021,-38.14622477,Tree
11362,Judas Tree,Good,,,144.3562973,-38.14634169,Tree
11362,Lombardy Poplar,Fair,,,144.3561793,-38.14614977,Tree
11362,Jelly Palm,Good,,,144.356195,-38.14602349,Tree
11362,Diamond Leafed Pittosporum,Fair,,,144.3568336,-38.14592148,Tree
11362,London Plane,Good,,,144.3818584,-38.15228154,Tree
11362,Acorn Banksia,Fair,,,144.3810902,-38.15468808,Tree
11362,Mexican Cypress,Good,,,144.3810544,-38.15442652,Tree
11362,White Sallow Wattle,Fair,,,144.3832165,-38.14996468,Tree
11362,Mallee Box,Fair,,,144.3833442,-38.15001306,Tree
11362,Manna Ash,Fair,,,144.3778724,-38.14633829,Tree
11362,Funeral Cypress,Fair,,,144.3782339,-38.14753151,Tree
11362,Lemon Flowered Gum,Fair,,,144.3773369,-38.14755113,Tree
11362,Bunya Pine,Fair,,,144.3757789,-38.14843648,Tree
11362,Blue Ice Cypress,Good,,,144.3803081,-38.14771289,Tree
11362,Deodar Cedar,Good,,,144.3804568,-38.14750042,Tree
11362,Golden Cypress,Good,,,144.3810357,-38.15067447,Tree
11362,Breede River Yellowwood,Good,,,144.3813732,-38.14990848,Tree
11362,Gowen Cypress,Fair,,,144.3816288,-38.14937409,Tree
11362,Chinese Photinia,Fair,,,144.3825466,-38.14886481,Tree
11362,Ovens Wattle,Good,,,144.3736763,-38.15021575,Tree
11362,White Cypress Pine,Good,,,144.3737325,-38.15023782,Tree
11362,Cabbage Tree,Good,,,144.3740403,-38.15058303,Tree
11362,Red Oak,Good,,,144.3805975,-38.15115285,Tree
11362,Fire Wheel Tree,Good,,,144.3577298,-38.14674457,Tree
11362,Buddhist Pine,Good,,,144.3523054,-38.15895305,Tree
11362,Blue Cedar,Fair,,,144.3516555,-38.15870046,Tree
11362,Dwarf Lemon Scented Gum,Good,,,144.3510843,-38.15708806,Tree
11362,Dwarf Photinia,Fair,,,144.3752473,-38.14972153,Tree
11362,Silver Elm,Fair,,,144.3757131,-38.14964523,Tree
11362,Coral Gum,Good,,,144.3778922,-38.15219074,Tree
11362,Hills Weeping Fig,Good,,,144.3780255,-38.15417182,Tree
11362,Speckled Elm,Fair,,,144.3812023,-38.15205348,Tree
11362,Swamp Sheoak,Fair,,,144.38284,-38.14661138,Tree
11362,English Privet,Fair,,,144.3753788,-38.15042432,Tree
11362,Atlantic White Cedar,Good,,,144.3754446,-38.14948358,Tree
11362,Wild Plum,Fair,,,144.3778262,-38.14833982,Tree
11362,Steedmans Gum,Fair,,,144.3798352,-38.14753769,Tree
11362,Tammin Mallee,Fair,,,144.3799593,-38.14767352,Tree
11362,Lawson Cypress,Fair,,,144.3790967,-38.14787647,Tree
11362,Grecian Juniper,Fair,,,144.3792214,-38.1479392,Tree
11362,Evergreen Oak,Fair,,,144.3787288,-38.14798652,Tree
11362,Picconia,Fair,,,144.3788834,-38.14871234,Tree
11362,Oleanda,Fair,,,144.3576564,-38.11917163,Tree
11362,Horseshoe Chestnut,Good,,,144.3572879,-38.11885887,Tree
11362,Candlebark,Good,,,144.3522264,-38.15596425,Tree
11362,Green Honey Myrtle,Good,,,144.4564029,-38.18342276,Tree
11362,Mexican Stone Pine,Good,,,144.3188558,-38.14641206,Tree
11362,Golden Elm,Good,,,144.3190073,-38.14828952,Tree
11362,Money Tree,Good,,,144.3361396,-38.09133699,Tree
11362,Common Boobiala,Good,,,144.4089942,-38.03143189,Tree
11362,African Boxthorn,Good,,,144.4184011,-38.01653691,Tree
11362,Hop Goodenia,Good,,,144.3983544,-38.02645635,Tree
11362,Bald Island Marlock,Good,,,144.3994746,-38.02935186,Tree
11362,Weeping Myall,Good,,,144.477674,-38.18839141,Tree
11362,Weeping Cherry,Good,,,144.3874806,-38.01722905,Tree
11362,Kermadec Pohutukawa,Dead,,,144.3424645,-38.08835878,Tree
11362,Cocos Palm,Good,,,144.3427561,-38.08838661,Tree
11362,Golden Spray,Good,,,144.3428316,-38.0924732,Tree
11362,Rough-Barked Apple Myrtle,Good,,,144.3463486,-38.07433468,Tree
11362,Carob Tree,Good,,,144.3498618,-38.12692951,Tree
11362,Southworth Dancer,Good,,,144.316402,-38.21309376,Tree
11362,Montpellier Maple,Good,,,144.320843,-38.2062215,Tree
11362,Holly Tree,Fair,,,144.3579265,-38.11963618,Tree
11362,Autumn Blaze Maple,Good,,,144.3411911,-38.14088724,Tree
11362,Hawthorn,Good,,,144.3467625,-38.15724558,Tree
11362,Yellow Bloodwood,Good,,,144.3510436,-38.13798904,Tree
11362,Austral Indigo,Good,,,144.3218657,-38.11538487,Tree
11362,Greenback Magnolia,Good,,,144.3874614,-38.16264867,Tree
11362,Natives - Mixed,Good,,,144.3774215,-38.16585265,Tree
11362,Green Wattle,Good,,,144.3254617,-38.11944611,Tree
11362,Ornamental Plum,Good,,,144.3436737,-38.17513626,Tree
11362,Narrow Leaved Peppermint,Good,,,144.4025994,-38.01893268,Tree
11362,Formosan Cypress,Dead,,,144.3742344,-38.1501138,Tree
11362,Desert Fig,Good,,,144.3737745,-38.1504501,Tree
11362,Azores Juniper,Good,,,144.3793625,-38.14831196,Tree
11362,Black Pine,Good,,,144.379893,-38.14963349,Tree
11362,Dawn Redwood,Good,,,144.3785553,-38.14909871,Tree
11362,Parana Pine,Good,,,144.3810626,-38.14992583,Tree
11362,Incense Cedar,Good,,,144.3809127,-38.14974603,Tree
11362,Rule Araucaria,Good,,,144.3806568,-38.14973674,Tree
11362,Japanese Cedar,Good,,,144.3794773,-38.14949966,Tree
11362,Giant Redwood,Good,,,144.3793217,-38.14939392,Tree
11362,Candelabra Aloe,Good,,,144.3793471,-38.14868429,Tree
11362,Sunburst,Good,,,144.3446686,-38.20550283,Tree
11362,Chinese Pistachio,Good,,,144.3441674,-38.11515496,Tree
11362,Kangaroo Apple,Good,,,144.3282137,-38.10245015,Tree
11362,Limelight,Good,,,144.3390483,-38.07655215,Tree
11362,Weeping Lily Pilly,Good,,,144.3412567,-38.18483156,Tree
11362,Upright Oak,Good,,,144.3420232,-38.14053092,Tree
11362,Plum Pine,Good,,,144.3557068,-38.14640498,Tree
11362,Spear Lily,Good,,,144.3555684,-38.14669034,Tree
11362,Fan Palm,Good,,,144.4037917,-38.17803798,Tree
11362,Dwarf Brittle Gum- Little Spotty,Good,,,144.6493787,-38.1230198,Tree
11362,Korean Sun,Good,,,144.3269653,-38.14817814,Tree
11362,Chinese Cypress,Good,,,144.3825707,-38.14926007,Tree
11362,Yellow Poplar,Good,,,144.3322573,-38.16117108,Tree
11362,Cherry Ballard,Good,,,144.3431868,-38.09244517,Tree
11362,Sea-Urchin,Fair,,,144.3771143,-38.15149567,Tree
11362,Cordyline,Good,,,144.3320876,-38.15864736,Tree
11362,Summer Orange,Fair,,,144.3766975,-38.15303674,Tree
11362,White Mallee,Good,,,144.402375,-38.01755843,Tree
11362,Cheng Cypress,Good,,,144.3797426,-38.14756397,Tree
11362,Arizona Cypress,Good,,,144.3837776,-38.1462622,Tree
11362,Chinese Red Pine,Good,,,144.3820253,-38.14602123,Tree
11362,Showy Banksia,Poor,,,144.4042851,-38.02053024,Tree
11362,Golden Honey Locust,Good,,,144.3068032,-38.14650479,Tree
11362,Moort,Good,,,144.3968808,-38.01026776,Tree
11362,Prickly Moses,Good,,,144.3964074,-38.01579902,Tree
11362,Willow Leaf Podocarp,Good,,,144.3815448,-38.14978594,Tree
11362,Salmon Gum,Fair,,,144.3798045,-38.14836769,Tree
11362,Golden Rain Tree,Good,,,144.3781279,-38.14896058,Tree
11362,Mealy Stringbark,Good,,,144.3072064,-38.18140675,Tree
11362,Heath Banksia,Good,,,144.3135303,-38.19286954,Tree
11362,Buxton Gum,Good,,,144.3263274,-38.19834688,Tree
1,St Vincent's Primary School,Primary,,,149.076661,-35.254993,ACT School
2,St Thomas More's Primary School,Primary,,,149.156836,-35.286717,ACT School
3,Holy Trinity Primary School,Primary,,,149.081951,-35.327679,ACT School
4,Sts Peter and Paul's Primary School,Primary,,,149.092732,-35.339376,ACT School
5,St Benedict's Primary School,Primary,,,149.148034,-35.33483,ACT School
6,St Joseph's Primary School,Primary,,,149.126375,-35.259648,ACT School
7,St Matthew's Primary School,Primary,,,149.041555,-35.240755,ACT School
8,Sacred Heart Primary School,Primary,,,149.084391,-35.366936,ACT School
9,St Bede's Primary School,Primary,,,149.128788,-35.338847,ACT School
10,St John Vianney's Primary School,Primary,,,149.055559,-35.351057,ACT School
11,Rosary Primary School,Primary,,,149.154682,-35.24641,ACT School
12,Canberra Grammar School,Combined,,,149.124674,-35.330919,ACT School
13,Canberra Girls' Grammar School,Combined,,,149.115115,-35.31699,ACT School
14,Canberra Christian School,Primary,,,149.097963,-35.356475,ACT School
15,Daramalan College,Secondary,,,149.138695,-35.253518,ACT School
16,Merici College,Secondary,,,149.137037,-35.266525,ACT School
17,St Clare's College,Secondary,,,149.14765,-35.323929,ACT School
18,Marist College Canberra,Combined,,,149.088697,-35.357959,ACT School
19,St Edmund's College,Combined,,,149.144242,-35.32282,ACT School
20,St Thomas Aquinas Primary School,Primary,,,149.029638,-35.205121,ACT School
21,St Jude's Primary School,Primary,,,149.049819,-35.333941,ACT School
22,St Monica's Primary School,Primary,,,149.061289,-35.213525,ACT School
23,St Francis Xavier College,Secondary,,,149.040615,-35.223979,ACT School
24,St Thomas the Apostle Primary School,Primary,,,149.051977,-35.382449,ACT School
25,St Anthony's Parish School,Primary,,,149.080086,-35.394049,ACT School
26,St John the Apostle Primary School,Primary,,,149.041696,-35.225664,ACT School
27,Brindabella Christian College,Combined,,,149.12805,-35.248056,ACT School
28,Trinity Christian School,Combined,,,149.086051,-35.408265,ACT School
29,Orana School,Combined,,,149.058949,-35.327858,ACT School
30,St Michael's Primary School,Primary,,,149.109707,-35.223474,ACT School
31,Radford College,Combined,,,149.089323,-35.243503,ACT School
32,Holy Family Parish Primary School,Primary,,,149.116552,-35.410301,ACT School
33,Ainslie School,Primary,,,149.139632,-35.273729,ACT School
34,Narrabundah College,Secondary,,,149.147097,-35.335969,ACT School
35,St Francis of Assisi Primary School,Primary,,,149.119593,-35.440799,ACT School
36,Telopea Park School,Combined,,,149.134385,-35.313804,ACT School
37,Duffy Primary School,Primary,,,149.033656,-35.334219,ACT School
38,Caroline Chisholm School,Secondary,,,149.122047,-35.418155,ACT School
39,Erindale College,Secondary,,,149.095654,-35.403473,ACT School
40,Melba Copland Secondary School,Secondary,,,149.059794,-35.21254,ACT School
41,Dickson College,Secondary,,,149.154143,-35.248452,ACT School
42,Lyneham High School,Secondary,,,149.130653,-35.252379,ACT School
43,Jervis Bay Primary School,Primary,,,150.703614,-35.135012,ACT School
44,Alfred Deakin High School,Secondary,,,149.094282,-35.323849,ACT School
45,Yarralumla Primary School,Primary,,,149.103234,-35.306948,ACT School
46,Campbell High School,Secondary,,,149.147123,-35.278101,ACT School
47,Campbell Primary School,Primary,,,149.156099,-35.290271,ACT School
48,The Co-Operative School,Primary,,,149.122499,-35.264552,ACT School
49,Turner School,Primary,,,149.126081,-35.264995,ACT School
50,North Ainslie Primary School,Primary,,,149.146358,-35.255113,ACT School
51,Lyneham Primary School,Primary,,,149.124974,-35.25148,ACT School
52,Forrest Primary  School,Primary,,,149.126171,-35.315084,ACT School
53,Red Hill Primary School,Primary,,,149.132893,-35.339741,ACT School
54,Narrabundah Primary School,Primary,,,149.150698,-35.329016,ACT School
55,Garran Primary School,Primary,,,149.103287,-35.344681,ACT School
56,Hughes Primary School,Primary,,,149.093456,-35.332248,ACT School
57,Lyons Primary School,Primary,,,149.076243,-35.341633,ACT School
58,The Canberra College,Secondary,,,149.088321,-35.34036,ACT School
59,Mawson Primary School,Primary,,,149.097655,-35.358505,ACT School
60,Melrose High School,Secondary,,,149.089434,-35.363475,ACT School
61,Torrens Primary School,Primary,,,149.090949,-35.370046,ACT School
62,Chapman Primary School,Primary,,,149.043079,-35.356878,ACT School
63,Aranda Primary School,Primary,,,149.079914,-35.255999,ACT School
64,Belconnen High School,Secondary,,,149.039298,-35.246957,ACT School
65,Canberra High School,Secondary,,,149.074517,-35.251302,ACT School
66,Hawker College,Secondary,,,149.031897,-35.244317,ACT School
67,Hawker Primary School,Primary,,,149.034593,-35.250284,ACT School
68,Macquarie Primary School,Primary,,,149.059393,-35.250069,ACT School
69,Weetangera Primary School,Primary,,,149.047137,-35.251826,ACT School
70,Charnwood-Dunlop School,Primary,,,149.036203,-35.198682,ACT School
71,Fraser Primary School,Primary,,,149.043375,-35.191795,ACT School
72,Higgins Primary School,Primary,,,149.024452,-35.232764,ACT School
73,Holt Primary School,Primary,,,149.012022,-35.222654,ACT School
74,Latham Primary School,Primary,,,149.034298,-35.220157,ACT School
75,Macgregor Primary School,Primary,,,149.012349,-35.213112,ACT School
76,Mount Rogers Primary School,Primary,,,149.055621,-35.208737,ACT School
77,Evatt Primary School,Primary,,,149.075906,-35.20707,ACT School
78,Giralang Primary School,Primary,,,149.094449,-35.213717,ACT School
79,Kaleen High School,Secondary,,,149.1012,-35.225083,ACT School
80,Kaleen Primary School,Primary,,,149.11404,-35.224835,ACT School
81,Maribyrnong Primary School,Primary,,,149.102261,-35.235115,ACT School
82,Miles Franklin Primary School,Primary,,,149.066961,-35.213295,ACT School
83,Taylor Primary School,Primary,,,149.064261,-35.378318,ACT School
84,Urambi Primary School,Primary,,,149.063336,-35.394483,ACT School
85,Wanniassa School,Combined,,,149.086363,-35.394992,ACT School
86,Wanniassa Hills Primary School,Primary,,,149.095898,-35.393069,ACT School
87,Fadden Primary School,Primary,,,149.118175,-35.404286,ACT School
88,Gowrie Primary School,Primary,,,149.110565,-35.413608,ACT School
89,Monash Primary School,Primary,,,149.089411,-35.414879,ACT School
90,Richardson Primary  School,Primary,,,149.113943,-35.428859,ACT School
91,Canberra Montessori School,Primary,,,149.051068,-35.332247,ACT School
92,Covenant College,Combined,,,149.090709,-35.439222,ACT School
93,St Clare of Assisi Primary School,Primary,,,149.096766,-35.45791,ACT School
94,Lake Ginninderra College,Secondary,,,149.074161,-35.239149,ACT School
95,Lake Tuggeranong College,Secondary,,,149.068195,-35.413803,ACT School
96,Calwell Primary School,Primary,,,149.109254,-35.438412,ACT School
97,Calwell High School,Secondary,,,149.117635,-35.441052,ACT School
98,Majura Primary School,Primary,,,149.15501,-35.238509,ACT School
99,Arawang Primary School,Primary,,,149.059719,-35.355017,ACT School
100,Florey Primary  School,Primary,,,149.052092,-35.226519,ACT School
101,Gilmore Primary School,Primary,,,149.135582,-35.419488,ACT School
102,Isabella Plains Primary School,Primary,,,149.089497,-35.428716,ACT School
103,Holy Spirit Primary School,Primary,,,149.101809,-35.180246,ACT School
104,Palmerston Primary School,Primary,,,149.120303,-35.1975,ACT School
105,Black Mountain School,Special,,,149.112366,-35.265224,ACT School
106,Stromlo High School,Combined,,,149.05436,-35.355429,ACT School
107,Conder Primary School,Primary,,,149.098449,-35.464883,ACT School
108,Curtin Primary School,Primary,,,149.079926,-35.331662,ACT School
109,Theodore Primary School,Primary,,,149.12396,-35.447667,ACT School
110,The Woden School,Special,,,149.092398,-35.326599,ACT School
111,Gordon Primary School,Primary,,,149.086978,-35.455517,ACT School
112,Malkara School,Special,,,149.09402,-35.337447,ACT School
113,Southern Cross Primary School,Primary,,,149.038363,-35.232767,ACT School
114,Bonython Primary School,Primary,,,149.082604,-35.431846,ACT School
115,Lanyon High School,Secondary,,,149.09507,-35.460389,ACT School
116,Ngunnawal Primary  School,Primary,,,149.111784,-35.169196,ACT School
117,Mackillop Catholic College,Secondary,,,149.092808,-35.424911,ACT School
118,Emmaus Christian School,Combined,,,149.142818,-35.253355,ACT School
119,Gold Creek School,Combined,,,149.100262,-35.181275,ACT School
120,Burgmann Anglican School,Combined,,,149.123672,-35.188529,ACT School
121,The Galilee School,Combined,,,149.035968,-35.380778,ACT School
122,Farrer Primary  School,Primary,,,149.107114,-35.378739,ACT School
123,Cranleigh School,Special,,,149.02911,-35.224913,ACT School
124,Good Shepherd Primary School,Primary,,,149.123922,-35.166843,ACT School
125,Blue Gum Community School,Combined,,,149.15938,-35.246571,ACT School
126,Amaroo School,Combined,,,149.125588,-35.16392,ACT School
